trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
3935,False,"{'a': 0.0005, 'e': 0.13980593452167153}",20,6,-39.95165878176188,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
3936,False,"{'a': 0.0005, 'e': 0.13973604902724027}",25,8,-79.57742785213752,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
3937,False,"{'a': 0.0005, 'e': 0.13966619846682196}",20,12,7.31348317776114,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
3938,False,"{'a': 0.0005, 'e': 0.139596382822954}",20,16,7.830832146288336,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3939,False,"{'a': 0.0005, 'e': 0.1395266020781825}",20,12,15.587352528826754,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3940,False,"{'a': 0.0005, 'e': 0.1394568562150622}",20,12,15.617113985405322,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3941,False,"{'a': 0.0005, 'e': 0.13938714521615672}",20,8,8.788164285993181,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
3942,False,"{'a': 0.0005, 'e': 0.13931746906403827}",20,12,13.499594521011707,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3943,False,"{'a': 0.0005, 'e': 0.1392478277412878}",20,13,0.0923701264226886,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
3944,False,"{'a': 0.0005, 'e': 0.139178221230495}",30,16,24.539061918139648,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3945,False,"{'a': 0.0005, 'e': 0.13910864951425822}",20,6,-16.627524953715483,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
3946,False,"{'a': 0.0005, 'e': 0.13903911257518456}",20,8,11.900894287132669,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
3947,False,"{'a': 0.0005, 'e': 0.13896961039588976}",25,15,14.519877314992055,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3948,False,"{'a': 0.0005, 'e': 0.13890014295899827}",25,15,7.790662117135177,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
3949,False,"{'a': 0.0005, 'e': 0.13883071024714325}",25,5,-7.716314191402361,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",1
3950,False,"{'a': 0.0005, 'e': 0.1387613122429665}",20,10,15.902533240915904,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3951,False,"{'a': 0.0005, 'e': 0.13869194892911857}",30,12,15.859907870292936,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
3952,False,"{'a': 0.0005, 'e': 0.13862262028825859}",30,3,35.32506201331843,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
3953,False,"{'a': 0.0005, 'e': 0.1385533263030544}",25,15,17.04465208726689,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3954,False,"{'a': 0.0005, 'e': 0.13848406695618248}",20,10,-28.900353648238966,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
3955,False,"{'a': 0.0005, 'e': 0.13841484223032804}",25,17,-0.6145751730403031,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
3956,False,"{'a': 0.0005, 'e': 0.1383456521081849}",20,6,26.335796413389453,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3957,False,"{'a': 0.0005, 'e': 0.13827649657245547}",25,12,25.97827229034447,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3958,False,"{'a': 0.0005, 'e': 0.13820737560585092}",25,6,34.16971670566381,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3959,False,"{'a': 0.0005, 'e': 0.13813828919109097}",20,10,20.806005535717066,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3960,False,"{'a': 0.0005, 'e': 0.13806923731090406}",25,3,-7.36161440470463,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
3961,False,"{'a': 0.0005, 'e': 0.1380002199480272}",20,12,15.32921069312902,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3962,False,"{'a': 0.0005, 'e': 0.13793123708520602}",20,12,13.641982218290954,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3963,False,"{'a': 0.0005, 'e': 0.13786228870519485}",20,16,7.9058198796172325,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3964,False,"{'a': 0.0005, 'e': 0.13779337479075657}",25,5,21.967364408843626,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
3965,False,"{'a': 0.0005, 'e': 0.13772449532466272}",20,10,7.852828827695056,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
3966,False,"{'a': 0.0005, 'e': 0.1376556502896934}",20,9,23.38933658615459,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3967,False,"{'a': 0.0005, 'e': 0.13758683966863738}",30,18,9.026091654109619,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
3968,False,"{'a': 0.0005, 'e': 0.137518063444292}",25,17,16.254614857434174,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3969,False,"{'a': 0.0005, 'e': 0.1374493215994632}",20,2,19.634423053491783,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
3970,False,"{'a': 0.0005, 'e': 0.13738061411696548}",25,14,19.567121455659688,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3971,False,"{'a': 0.0005, 'e': 0.13731194097962202}",20,11,16.71936333215508,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3972,False,"{'a': 0.0005, 'e': 0.1372433021702645}",20,13,7.166480639487343,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
3973,False,"{'a': 0.0005, 'e': 0.13717469767173326}",20,3,28.602877493963103,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3974,False,"{'a': 0.0005, 'e': 0.13710612746687717}",30,12,17.673473976491287,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
3975,False,"{'a': 0.0005, 'e': 0.13703759153855366}",20,10,18.70869008087434,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3976,False,"{'a': 0.0005, 'e': 0.13696908986962875}",35,20,24.77738412561619,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3977,False,"{'a': 0.0005, 'e': 0.13690062244297702}",20,5,-3.616325008628329,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
3978,False,"{'a': 0.0005, 'e': 0.1368321892414816}",25,11,17.174964080797036,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
3979,False,"{'a': 0.0005, 'e': 0.1367637902480342}",35,17,30.795955499315934,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3980,False,"{'a': 0.0005, 'e': 0.1366954254455351}",20,3,17.123250097458467,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
3981,False,"{'a': 0.0005, 'e': 0.13662709481689303}",20,1,19.54328220236897,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
3982,False,"{'a': 0.0005, 'e': 0.1365587983450254}",20,0,-2.474248223976492,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
3983,False,"{'a': 0.0005, 'e': 0.13649053601285807}",20,8,13.888067086088443,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
3984,False,"{'a': 0.0005, 'e': 0.13642230780332545}",20,15,6.998057274753907,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3985,False,"{'a': 0.0005, 'e': 0.1363541136993705}",30,22,-2.80193546456849,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
3986,False,"{'a': 0.0005, 'e': 0.13628595368394467}",35,23,21.666471386620525,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3987,False,"{'a': 0.0005, 'e': 0.13621782774000799}",20,6,26.883417588061857,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3988,False,"{'a': 0.0005, 'e': 0.13614973585052895}",25,15,18.025877527544203,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3989,False,"{'a': 0.0005, 'e': 0.13608167799848456}",20,14,10.591585942917364,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3990,False,"{'a': 0.0005, 'e': 0.1360136541668604}",20,0,7.521037247115117,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
3991,False,"{'a': 0.0005, 'e': 0.1359456643386505}",25,15,20.442356149554076,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3992,False,"{'a': 0.0005, 'e': 0.13587770849685737}",20,9,2.40005765705662,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
3993,False,"{'a': 0.0005, 'e': 0.13580978662449208}",20,6,2.257082418763531,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
3994,False,"{'a': 0.0005, 'e': 0.13574189870457415}",20,12,13.974776307519999,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3995,False,"{'a': 0.0005, 'e': 0.1356740447201316}",25,14,22.495751471945525,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3996,False,"{'a': 0.0005, 'e': 0.1356062246542009}",25,15,4.19588210514374,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
3997,False,"{'a': 0.0005, 'e': 0.13553843848982713}",30,18,23.441879267743804,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3998,False,"{'a': 0.0005, 'e': 0.13547068621006367}",20,6,21.31330687905256,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3999,False,"{'a': 0.0005, 'e': 0.13540296779797245}",25,15,-42.39087681881313,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
4000,False,"{'a': 0.0005, 'e': 0.1353352832366239}",30,17,-18.36405702934379,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
4001,False,"{'a': 0.0005, 'e': 0.13526763250909685}",20,8,12.366455750163272,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
4002,False,"{'a': 0.0005, 'e': 0.13520001559847863}",20,16,10.350711920793156,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4003,False,"{'a': 0.0005, 'e': 0.13513243248786502}",35,24,20.140942266803968,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4004,False,"{'a': 0.0005, 'e': 0.13506488316036025}",25,11,26.93402542119382,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4005,False,"{'a': 0.0005, 'e': 0.13499736759907696}",25,9,-17.17428759076122,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
4006,False,"{'a': 0.0005, 'e': 0.13492988578713627}",20,16,6.598168963284393,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4007,False,"{'a': 0.0005, 'e': 0.13486243770766773}",25,17,14.625000385494875,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4008,False,"{'a': 0.0005, 'e': 0.13479502334380933}",25,10,27.967505550008788,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4009,False,"{'a': 0.0005, 'e': 0.13472764267870746}",25,15,5.190078380605923,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
4010,False,"{'a': 0.0005, 'e': 0.13466029569551696}",30,13,32.34300134075528,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4011,False,"{'a': 0.0005, 'e': 0.1345929823774011}",20,7,11.308049037566882,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
4012,False,"{'a': 0.0005, 'e': 0.13452570270753153}",35,19,14.771934910831185,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
4013,False,"{'a': 0.0005, 'e': 0.13445845666908834}",25,11,-4.223194731698317,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
4014,False,"{'a': 0.0005, 'e': 0.13439124424526003}",30,4,12.033148773450907,"{0: 24, 1: 1, 2: 0, 3: 1, 4: 0}",1
4015,False,"{'a': 0.0005, 'e': 0.13432406541924347}",20,6,25.711806205828818,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4016,False,"{'a': 0.0005, 'e': 0.13425692017424395}",25,11,-8.223466671041638,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
4017,False,"{'a': 0.0005, 'e': 0.1341898084934752}",30,14,16.38882444688465,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
4018,False,"{'a': 0.0005, 'e': 0.13412273036015926}",20,9,9.471718944474055,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
4019,False,"{'a': 0.0005, 'e': 0.1340556857575266}",20,6,23.006788417953253,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4020,False,"{'a': 0.0005, 'e': 0.1339886746688161}",25,15,21.749025844596442,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4021,False,"{'a': 0.0005, 'e': 0.13392169707727494}",20,3,-30.013689350941466,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
4022,False,"{'a': 0.0005, 'e': 0.13385475296615876}",20,0,29.44261535752812,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4023,False,"{'a': 0.0005, 'e': 0.1337878423187315}",30,16,25.627718928975963,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4024,False,"{'a': 0.0005, 'e': 0.13372096511826553}",20,4,21.210638969385286,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
4025,False,"{'a': 0.0005, 'e': 0.13365412134804153}",25,11,19.63172137403614,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
4026,False,"{'a': 0.0005, 'e': 0.13358731099134857}",20,3,26.487885228018637,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4027,False,"{'a': 0.0005, 'e': 0.13352053403148406}",35,18,22.84827781760345,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
4028,False,"{'a': 0.0005, 'e': 0.13345379045175373}",20,12,4.773483835181729,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
4029,False,"{'a': 0.0005, 'e': 0.13338708023547172}",20,2,-20.937767368756518,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
4030,False,"{'a': 0.0005, 'e': 0.13332040336596046}",20,0,9.657868566076717,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
4031,False,"{'a': 0.0005, 'e': 0.13325375982655074}",30,11,23.788337455346245,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
4032,False,"{'a': 0.0005, 'e': 0.13318714960058167}",20,9,0.6294506613715529,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
4033,False,"{'a': 0.0005, 'e': 0.1331205726714007}",25,11,8.009658089873467,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
4034,False,"{'a': 0.0005, 'e': 0.1330540290223636}",20,0,1.168752758840947,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
4035,False,"{'a': 0.0005, 'e': 0.13298751863683445}",20,7,22.95578608583033,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4036,False,"{'a': 0.0005, 'e': 0.13292104149818562}",25,17,13.118741767254694,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4037,False,"{'a': 0.0005, 'e': 0.13285459758979787}",20,12,12.783342130181495,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4038,False,"{'a': 0.0005, 'e': 0.13278818689506022}",30,19,7.19734001498473,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
4039,False,"{'a': 0.0005, 'e': 0.13272180939737}",20,8,20.755210014048107,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4040,False,"{'a': 0.0005, 'e': 0.1326554650801328}",25,14,20.436828768975012,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4041,False,"{'a': 0.0005, 'e': 0.13258915392676254}",25,5,-17.90914105099369,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
4042,False,"{'a': 0.0005, 'e': 0.1325228759206815}",35,4,16.983270714273086,"{0: 29, 1: 1, 2: 0, 3: 1, 4: 0}",1
4043,False,"{'a': 0.0005, 'e': 0.1324566310453201}",20,0,-26.624440300226613,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
4044,False,"{'a': 0.0005, 'e': 0.13239041928411716}",30,11,37.51847406607078,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
4045,False,"{'a': 0.0005, 'e': 0.13232424062051973}",20,14,0.6076060626748845,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
4046,False,"{'a': 0.0005, 'e': 0.13225809503798314}",30,10,20.68937785778596,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
4047,False,"{'a': 0.0005, 'e': 0.132191982519971}",30,20,17.083036115982452,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4048,False,"{'a': 0.0005, 'e': 0.13212590304995517}",25,10,9.43566295340119,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
4049,False,"{'a': 0.0005, 'e': 0.13205985661141578}",20,4,21.710865662745512,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4050,False,"{'a': 0.0005, 'e': 0.13199384318784124}",20,12,13.556062650704876,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4051,False,"{'a': 0.0005, 'e': 0.1319278627627282}",20,14,10.622193180101881,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4052,False,"{'a': 0.0005, 'e': 0.13186191531958152}",20,11,19.27350593088321,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4053,False,"{'a': 0.0005, 'e': 0.13179600084191437}",25,2,-16.98790617873964,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
4054,False,"{'a': 0.0005, 'e': 0.1317301193132481}",20,11,4.344716717169212,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
4055,False,"{'a': 0.0005, 'e': 0.13166427071711237}",20,16,9.469938526661748,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4056,False,"{'a': 0.0005, 'e': 0.13159845503704498}",25,13,14.85030586868465,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
4057,False,"{'a': 0.0005, 'e': 0.13153267225659204}",20,3,18.877913857883453,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
4058,False,"{'a': 0.0005, 'e': 0.13146692235930785}",25,15,7.044739039931739,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
4059,False,"{'a': 0.0005, 'e': 0.13140120532875493}",20,12,13.852839605428956,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4060,False,"{'a': 0.0005, 'e': 0.13133552114850405}",20,5,20.804036099483906,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4061,False,"{'a': 0.0005, 'e': 0.13126986980213412}",20,6,13.240022022751004,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
4062,False,"{'a': 0.0005, 'e': 0.13120425127323235}",25,13,-18.58894481569927,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
4063,False,"{'a': 0.0005, 'e': 0.13113866554539405}",20,6,25.936443201847897,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4064,False,"{'a': 0.0005, 'e': 0.13107311260222285}",25,10,-19.398584177437012,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
4065,False,"{'a': 0.0005, 'e': 0.13100759242733045}",20,12,16.548355721645688,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4066,False,"{'a': 0.0005, 'e': 0.13094210500433687}",25,1,38.019659048128865,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
4067,False,"{'a': 0.0005, 'e': 0.1308766503168702}",20,0,33.67267643685126,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4068,False,"{'a': 0.0005, 'e': 0.13081122834856682}",20,12,14.4273478687244,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4069,False,"{'a': 0.0005, 'e': 0.1307458390830712}",25,13,23.308788703470203,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4070,False,"{'a': 0.0005, 'e': 0.13068048250403602}",30,22,17.905879843226792,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4071,False,"{'a': 0.0005, 'e': 0.13061515859512215}",30,17,29.663418920459833,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4072,False,"{'a': 0.0005, 'e': 0.1305498673399986}",20,0,-42.74140643525313,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
4073,False,"{'a': 0.0005, 'e': 0.13048460872234258}",25,18,12.370712372084345,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4074,False,"{'a': 0.0005, 'e': 0.13041938272583942}",25,1,-6.791028525366221,"{0: 22, 1: 0, 2: 0, 3: 2, 4: 0}",1
4075,False,"{'a': 0.0005, 'e': 0.1303541893341826}",20,9,-32.14613353923738,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
4076,False,"{'a': 0.0005, 'e': 0.13028902853107382}",35,22,20.81912880720382,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4077,False,"{'a': 0.0005, 'e': 0.13022390030022285}",25,9,27.019005166028897,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
4078,False,"{'a': 0.0005, 'e': 0.13015880462534762}",30,15,1.9119445639867627,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
4079,False,"{'a': 0.0005, 'e': 0.13009374149017422}",25,15,5.421957132219395,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
4080,False,"{'a': 0.0005, 'e': 0.13002871087843687}",30,22,16.67737809932362,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4081,False,"{'a': 0.0005, 'e': 0.12996371277387792}",25,13,17.131811759053274,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
4082,False,"{'a': 0.0005, 'e': 0.12989874716024782}",20,16,6.348272068919222,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4083,False,"{'a': 0.0005, 'e': 0.1298338140213052}",20,7,24.477203750508256,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4084,False,"{'a': 0.0005, 'e': 0.12976891334081678}",20,10,17.843001414019742,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4085,False,"{'a': 0.0005, 'e': 0.12970404510255737}",30,15,6.709175789589274,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
4086,False,"{'a': 0.0005, 'e': 0.1296392092903099}",20,14,9.736096598859376,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4087,False,"{'a': 0.0005, 'e': 0.12957440588786542}",20,10,18.78393399927881,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4088,False,"{'a': 0.0005, 'e': 0.1295096348790231}",30,9,26.415526713622477,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
4089,False,"{'a': 0.0005, 'e': 0.12944489624759015}",35,18,16.787459584051074,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
4090,False,"{'a': 0.0005, 'e': 0.12938018997738196}",20,7,22.64267718306587,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4091,False,"{'a': 0.0005, 'e': 0.12931551605222194}",20,8,21.589886594430244,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4092,False,"{'a': 0.0005, 'e': 0.1292508744559416}",20,9,20.678011520932948,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4093,False,"{'a': 0.0005, 'e': 0.12918626517238055}",20,6,16.512832020190555,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
4094,False,"{'a': 0.0005, 'e': 0.12912168818538647}",20,6,12.650813760844745,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
4095,False,"{'a': 0.0005, 'e': 0.1290571434788151}",20,9,6.574990807943463,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
4096,False,"{'a': 0.0005, 'e': 0.12899263103653028}",25,10,25.747571308282932,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4097,False,"{'a': 0.0005, 'e': 0.1289281508424039}",20,14,11.30248699004106,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4098,False,"{'a': 0.0005, 'e': 0.12886370288031587}",20,11,17.844134789386654,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4099,False,"{'a': 0.0005, 'e': 0.12879928713415426}",30,17,26.11608166837376,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4100,False,"{'a': 0.0005, 'e': 0.12873490358781509}",20,10,16.251281479859994,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4101,False,"{'a': 0.0005, 'e': 0.1286705522252025}",20,5,27.54696220372229,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4102,False,"{'a': 0.0005, 'e': 0.1286062330302286}",20,12,12.656157338629741,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4103,False,"{'a': 0.0005, 'e': 0.12854194598681368}",20,5,4.157535635769832,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
4104,False,"{'a': 0.0005, 'e': 0.1284776910788859}",20,14,12.567494627674932,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4105,False,"{'a': 0.0005, 'e': 0.12841346829038155}",20,16,7.89916361659154,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4106,False,"{'a': 0.0005, 'e': 0.12834927760524495}",20,15,2.823359386665503,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
4107,False,"{'a': 0.0005, 'e': 0.12828511900742842}",25,6,5.727565533578149,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
4108,False,"{'a': 0.0005, 'e': 0.1282209924808923}",25,13,2.4658252563629266,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
4109,False,"{'a': 0.0005, 'e': 0.12815689800960497}",25,10,29.848525877878792,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4110,False,"{'a': 0.0005, 'e': 0.12809283557754284}",20,10,-44.0242152602916,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
4111,False,"{'a': 0.0005, 'e': 0.12802880516869025}",20,5,12.284833434224755,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
4112,False,"{'a': 0.0005, 'e': 0.1279648067670396}",20,10,17.88317346545064,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4113,False,"{'a': 0.0005, 'e': 0.12790084035659133}",30,17,25.266716242972166,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4114,False,"{'a': 0.0005, 'e': 0.1278369059213538}",20,13,10.872520683159468,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4115,False,"{'a': 0.0005, 'e': 0.12777300344534342}",25,12,15.931745170752786,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
